...1,...2,...3,...4,...5,...6,...7,...8,...9,TRANSPORTATION,...11,...12,...13,...14,...15,...16,...17,PUBLIC SPACE,...19,...20,...21,SOLID WASTE,...23,...24,...25,...26,...27,...28,...29,HOUSING,...31,...32,...33,...34,...35,...36,...37,...38
No.,City,Country,Population,Size,Average HH Size,Number of HH,Average Monthly Household Income of the Lowest Quintile of Population (USD 2019),Area Sq.Km,Current Length of Roads,Paved roads (% total),No. Buses in Operation,Existing Bus Stops in Operation,Existing Bus Terminals in Operation,Average cost of public transit ticket (USD 2019),Total Transportation Cost from 2019-2030 (USD 2019),NA,Existing Open Space (Sq. Km),Cost of Vacant Land (USD2019/Sq. Km),Total Public Space Cost from 2019-2030 (USD 2019),NA,"GDP per capita (projected, constant 2011 international $)",(Projected) Waste Generated per capita (kg/yr),Disposal cost per ton (2019 USD),Collection and Transportation cost per ton (2019 USD),Existing hectares of sanitary landfill,Price land per hectare,Total Solid Waste Cost from 2019-2030 (USD 2019),NA,Percentage of HH in Need of Adequate Housing Upgrades,Average Market Price of an Adequate Home 550 sqft (USD 2019),Average Monthly Rent of an Adequate Home 550 SqFt per month (USD 2019.),Total Housing Cost from 2019-2030 (USD 2019),NA,Total Governance Cost from 2019-2030 (USD 2019),NA,Latitute (Decimal),Longitude (Decimal)
1,Sucre,Bolivia,265028.74551111902,Medium,3.6769491146556486,72078.437108297963,468.8029792149182,34.052254615026783,637.73787600000003,0.10811765745075523,42,0,0,0.22,1536101875.6460705,NA,0.48152480669100001,112666666.66666667,372529500.65645623,NA,7332.1515286784361,189.38701711158538,12.536338246924021,24.26234284290619,0,7700,30570436.600731175,NA,0.29545180282922212,38540.810000000005,1075,1035563482.632672,NA,55865200,NA,-19.040970846699999,-65.259515626699994
2,La Paz,Bolivia,842200.26293095062,Medium,3.3070982737810106,254664.41974464271,524.18975366229711,90.663333133777869,1668.5831900000001,0.10811765745075523,98,0,1,0.36,4865477003.7157965,NA,4.3641126541710005,250000000,1469382968.2288766,NA,7332.1515286784361,238.79232592330331,12.536338246924021,24.26234284290619,0,7700,122488183.73800626,NA,0.23799410516137157,44525.250000000007,1714.41,4414594637.4068813,NA,55865200,NA,-16.497973613700001,-68.149985190500004
3,El Alto,Bolivia,939905.45983825868,Medium,3.2836322428840261,286239.56348191306,524.18975366229711,163.09566023144248,3643.723684,0.10811765745075523,0,0,0,0.28999999999999998,5113470681.236496,NA,0.52077137448099997,148489405.06416112,1802387546.3408322,NA,7332.1515286784361,156.4501445704401,12.536338246924021,24.26234284290619,0,7700,89560930.635592163,NA,0.48121528157984184,38540.810000000005,1566.3,5280520611.1374655,NA,118124600,NA,-16.490107999999999,-68.208178000000004
4,Viacha,Bolivia,69896.92276964114,Small,3.1216650512676596,22390.910498631842,524.18975366229711,21.789563822271017,482.31696199999999,0.10811765745075523,5,0,0,0.28999999999999998,6749334.0128200017,NA,4.4427618498999996E-2,148489405.06416112,133145552.62393023,NA,7332.1515286784361,102.92772669107902,12.536338246924021,24.26234284290619,0,7700,4381763.0989313712,NA,0.69096065060847545,38540.810000000005,1566.3,463369296.33604205,NA,16247200,NA,-16.650005677500001,-68.299950197000001
5,Cochabamba,Bolivia,701436.41293779213,Medium,3.499256931524287,200452.96091826109,474.2370659555292,134.04213373470196,2447.370347,0.10811765745075523,126,0,1,0.28999999999999998,4298257657.3196354,NA,7.1776520242890003,119387755.10204081,276769771.40994942,NA,7332.1515286784361,247.02654405858962,12.536338246924021,24.26234284290619,0,7700,105533510.84437338,NA,0.44546506945213082,30956.309999999998,1181.08,3044357730.7460241,NA,55865200,NA,-17.410010967200002,-66.169976848999994
6,Quillacollo,Bolivia,130805.21158969078,Medium,3.7482185273159367,34897.968364549743,474.2370659555292,24.899312649963424,371.35716600000001,0.10811765745075523,79,0,0,0.28999999999999998,869081506.52633619,NA,0.81946120920999999,196043165.46762589,161093544.2507143,NA,7332.1515286784361,222.32388965273066,12.536338246924021,24.26234284290619,0,7700,17712082.898842752,NA,0.35205439633279956,38540.810000000005,1566.3,595361023.51845336,NA,55865200,NA,-17.3999857393,-66.279995973400005
7,Tiquipaya,Bolivia,54907.357375989719,Small,3.862113298513461,14216.920409125161,474.2370659555292,15.517174924235158,202.292317,0.10811765745075523,0,0,0,0.28999999999999998,163366344.9828977,NA,0.76316986217600002,148489405.06416112,19090687.975806694,NA,7332.1515286784361,222.32388965273066,12.536338246924021,24.26234284290619,0,7700,7434899.9843410105,NA,0.48923380514187254,38540.810000000005,1566.3,264488869.75962928,NA,16247200,NA,-17.334811,-66.215763999999993
8,Colcapirhua,Bolivia,57700.837021763495,Small,3.8002825488883709,15183.301841238541,474.2370659555292,11.342463341184736,191.31908899999999,0.10811765745075523,0,0,0,0.28999999999999998,68399698.489169225,NA,0.31195647948600003,148489405.06416112,66900239.438438803,NA,7332.1515286784361,189.38701711158538,12.536338246924021,24.26234284290619,0,7700,6655654.5652476735,NA,0.2872689058882727,38540.810000000005,1566.3,247958183.23549849,NA,16247200,NA,-17.393631,-66.230841999999996
9,Sacaba,Bolivia,166598.81987568605,Medium,3.6804514106582928,45265.865864504878,474.2370659555292,44.25241110496448,695.62684200000001,0.10811765745075523,0,0,1,0.28999999999999998,1222719472.1467028,NA,1.0562045041570001,148489405.06416112,168863425.7801477,NA,7332.1515286784361,160.56725363808326,12.536338246924021,24.26234284290619,0,7700,16292485.998471197,NA,0.47148811289693543,38540.810000000005,1566.3,833077799.60977829,NA,55865200,NA,-17.404019,-66.040205999999998
10,Oruro,Bolivia,294045.64075893606,Medium,3.4135915669485275,86139.666973043553,490.99634448579741,60.711334396428164,1168.5637429999999,0.10811765745075523,82,0,1,0.28999999999999998,1734801613.1503072,NA,0.41417988553899998,242734319.94362226,779368820.14943683,NA,7332.1515286784361,205.85545338215803,12.536338246924021,24.26234284290619,0,7700,36866811.499711782,NA,0.48381643195134111,38540.810000000005,1566.3,1595376662.6026914,NA,55865200,NA,-17.9799503389,-67.129995769900006
11,Potosí,Bolivia,195357.12125879695,Medium,3.70474528057925,52731.593257675238,447.91952147552081,18.796812094122206,396.95655099999999,0.10811765745075523,75,0,1,0.28999999999999998,1030354956.43767,NA,0.13483227084899999,148489405.06416112,370467054.48656374,NA,7332.1515286784361,205.85545338215803,12.536338246924021,24.26234284290619,0,7700,24493456.682389297,NA,0.29783692075693363,38540.810000000005,1566.3,869254102.41847205,NA,55865200,NA,-19.569569072699998,-65.750028322000006
12,Tarija,Bolivia,199284.86240555637,Medium,3.6205289672544043,55043.023880756919,607.11381923777901,40.618442607270801,690.70064000000002,0.10811765745075523,53,0,1,0.28999999999999998,1282254009.9134173,NA,2.0838130428269999,32000000,70438842.509446606,NA,7332.1515286784361,214.08967151744434,12.536338246924021,24.26234284290619,0,7700,25985344.777132206,NA,0.2670215977486764,38540.810000000005,1566.3,876750077.09625268,NA,55865200,NA,-21.516685365000001,-64.749986004299998
13,Yacuiba,Bolivia,68718.267472139458,Small,3.8978924903294598,17629.595388438025,537.70000000000005,11.313206433964337,199.78506100000001,0.10811765745075523,0,0,0,0.28999999999999998,57699078.331818923,NA,0.32944027672899995,148489405.06416112,86249502.585359558,NA,7332.1515286784361,193.50412617922854,12.536338246924021,24.26234284290619,0,7700,8098803.9901790004,NA,0.29374107853864467,38540.810000000005,1566.3,288335361.71828997,NA,16247200,NA,-22.022725,-63.677357999999998
14,Santa Cruz de la Sierra,Bolivia,1600835.8629898746,Large,3.9042714396748277,410021.66158898064,655.73597732227154,324.99686761489022,4976.1433619999998,0.10811765745075523,331,0,1,0.28999999999999998,10995006937.573452,NA,20.624841791765,108333333.33333333,556593131.0725379,NA,7332.1515286784361,234.67521685566015,12.536338246924021,24.26234284290619,0,7700,228808676.74001437,NA,0.41107837187012192,40860.820000000007,1944.84,8004622126.1619339,NA,165095600,NA,-17.753917624100001,-63.225996339600002
15,La Guardia,Bolivia,82734.498877176025,Small,4.104939651318781,20154.863628895535,655.73597732227154,34.704181500172893,507.24936100000002,0.10811765745075523,0,0,0,0.28999999999999998,300845918.01740211,NA,1.688396291294,148489405.06416112,28765880.901592501,NA,7332.1515286784361,177.03568990865591,12.536338246924021,24.26234284290619,0,7700,8920843.5922045968,NA,0.68942457589288675,38540.810000000005,1566.3,415554656.61368704,NA,16247200,NA,-17.891236,-63.323918999999997
16,Warnes,Bolivia,86476.895923480828,Small,4.0784355517664235,21203.447946119086,655.73597732227154,56.436690729926241,811.57580499999995,0.10811765745075523,0,0,0,0.28999999999999998,642953277.31529975,NA,3.838561813059,148489405.06416112,30067071.447029814,NA,7332.1515286784361,197.62123524687169,12.536338246924021,24.26234284290619,0,7700,10408596.149727153,NA,0.69108016876680733,38540.810000000005,1566.3,437569504.47489631,NA,22600200,NA,-17.522567,-63.167541999999997
17,Montero,Bolivia,119084.1394645351,Medium,4.0613743798101138,29321.143122516762,655.73597732227154,33.971272482495039,467.24688400000002,0.10811765745075523,23,0,0,0.28999999999999998,957689833.89229929,NA,1.866970792936,126750000,41404253.601522177,NA,7332.1515286784361,168.80147177336957,12.536338246924021,24.26234284290619,0,7700,12243021.385893499,NA,0.5532732139432649,38540.810000000005,1566.3,559620167.06781113,NA,55865200,NA,-17.3496012178,-63.260025270200003
18,Trinidad,Bolivia,112791.31880838201,Medium,4.1813012995896246,26975.171298813591,508.1437756387196,29.25232381721273,384.35381699999999,0.10811765745075523,2,0,0,0.28999999999999998,910553515.48453784,NA,2.4912131370320001,148489405.06416112,39216308.64522633,NA,7332.1515286784361,181.15279897629907,12.536338246924021,24.26234284290619,0,7700,12444549.509900559,NA,0.63520989062427891,38540.810000000005,1566.3,544952179.85868561,NA,55865200,NA,-14.8333723767,-64.899976848999998
19,Riberalta,Bolivia,87425.813324011848,Small,4.4990268357417103,19432.160890767129,537.70000000000005,20.161748360236114,285.22659174900002,0.10811765745075523,0,0,0,0.28999999999999998,325921938.37178642,NA,1.69330868166,148489405.06416112,30396999.654725213,NA,7332.1515286784361,181.15279897629907,12.536338246924021,24.26234284290619,0,7700,9645909.5775120724,NA,0.79919366423182758,38540.810000000005,1566.3,427673569.96701717,NA,22600200,NA,-10.983013082999999,-66.100006959699996
20,Cobija,Bolivia,48966.357557226496,Small,3.5639434677697377,13739.375497970204,588.79301505756246,15.375741198558158,215.929237,0.10811765745075523,2,0,1,0.28999999999999998,170608068.65795857,NA,1.403877150594,148489405.06416112,17025067.278972194,NA,7332.1515286784361,177.03568990865591,12.536338246924021,24.26234284290619,0,7700,5279795.2846305212,NA,0.68015421574390733,38540.810000000005,1566.3,283055297.30587184,NA,16247200,NA,-11.033345928099999,-68.733308758199996
1,Bogota,Colombia,7289191.0349999992,Large,2.8458153079093123,2561371.7849999997,91.36,418.2688494446499,13984,0.24309999999999998,5562,853,9,0.68340000000000001,41907269990.324226,NA,31.122003899999999,129084677.9892713,5651280676.478447,NA,15545.345840954085,317.8,2.2291759999999998,48.483938529092256,0,147636.26490038747,1736672135.8726153,NA,4.5100000000000001E-2,70422,377.07,83024497245.866348,NA,131000000,NA,4.5964235625300001,-74.083343955199993
2,Medellin,Colombia,2407914.9499999997,Large,2.6591126390039355,905533.2649999999,73.64,119.58406164038337,1803,1.2716665078407074E-2,4664,0,2,0.75480000000000003,13912371723.502945,NA,3.6,116712629.12579241,2179535178.5979972,NA,15545.345840954085,142.4,2.2291759999999998,48.483938529092256,0,97831.088854333517,255660974.27286649,NA,7.2700000000000001E-2,55808.5,233.28,17650389340.960693,NA,131000000,NA,6.2750032744600004,-75.575010011499998
3,Cali,Colombia,1850212.0349999999,Large,2.6407866430045996,700629.125,61.12,224.70642399999997,966.67,0,841,0,2,0.61199999999999999,14468960357.968973,NA,0.24,288914162.47658747,3302595510.8638783,NA,15545.345840954085,105.88316888735589,2.2291759999999998,48.483938529092256,0,82508.672071698849,145824199.95880231,NA,5.7200000000000001E-2,48180,182.97,13250689510.344465,NA,131000000,NA,3.3999591256800001,-76.499966473100002
4,Barranquilla,Colombia,1136904.5449999999,Large,3.2280741697119208,352192.82,42.71,154,3916,0.39791937581274395,2043,0,2,0.6804,6411542310.9096375,NA,1.5,14865887.26938308,564793256.97004724,NA,15545.345840954085,364.70869283422587,2.2291759999999998,48.483938529092256,0,262569.03377513005,314758847.55894446,NA,0.12279999999999999,51320.5,249.18,8450784037.7438993,NA,131000000,NA,10.959988625999999,-74.799966879999999
5,Bucaramanga,Colombia,536787.82499999995,Medium,2.791645991913092,192283.62999999998,61.2,76.806648999999993,165,0.22568307682893241,552,0,1,0.71399999999999997,4505280202.0180378,NA,2.3775840000000001,199857082.58952367,514491970.68265486,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,35009.204503350673,55275017.151325792,NA,4.9200000000000001E-2,67314.5,147.03,5224236997.8513718,NA,44500000,NA,7.1300931995900001,-73.125883017700005
6,Cartagena,Colombia,901265.19,Medium,3.0151582035627214,298911.40999999997,55.55,116.91803899999999,1834.4,0,925,0,1,0.68340000000000001,5519697802.9102764,NA,8.1380356199999984,31126256.215101376,359307143.68424839,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,116697.34834450224,93645785.801238433,NA,0.24579999999999999,81136,219.56,9487891786.1084461,NA,79500000,NA,10.3997385853,-75.514393556399995
7,Cucuta,Colombia,638855.21,Medium,2.7144187891908675,235356.16999999998,59.47,92.766498999999996,998,0.27351687318219853,463,0,0,0.67714285714285716,4547228465.6808414,NA,0,167158533.54904932,786269741.3731308,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,388991.16114834079,68362981.215082258,NA,0.159,27258,94.1,2475235553.3387113,NA,44500000,NA,7.9200191436000003,-72.519976849000003
8,Pereira,Colombia,415815.05,Medium,2.3617684870776379,176060.88500000001,75.66,39.199250999999997,450.2,0.25862440242904527,978,0,2,0.61199999999999999,2511072929.5844693,NA,1.43967015,37178889.084730625,223265693.01376122,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,150613.7419565586,43365936.06761574,NA,6.3799999999999996E-2,27412.000000000004,125.46,1676317146.1841295,NA,44500000,NA,4.8103898304400001,-75.679990683699998
9,Santa Marta,Colombia,487050.79499999993,Medium,2.7429262269780841,177566.12999999998,65.935833333333335,47.234957999999992,76,0.69732360097323598,144,0,1,0.67714285714285716,3856511876.4322739,NA,0,214185190.32380646,707006742.06211448,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,30870.243745406406,50130433.99056299,NA,0.30480000000000002,43485.750000000007,136.37500000000003,3121259069.7822356,NA,44500000,NA,11.2472062367,-74.201657146900004
10,Ibague,Colombia,508196.29,Medium,2.5116430728482135,202336.19,62.81,27.319750999999997,175,0,228,0,1,0.67714285714285716,3427681893.7610884,NA,0.71528320000000012,275616606.08399183,791545581.49638414,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,106264.06350823946,52743600.512545332,NA,9.1300000000000006E-2,35755.5,125.46,2591118927.6066866,NA,44500000,NA,4.4389137969099997,-75.232214397899995
11,Pasto,Colombia,357610.88999999996,Medium,2.693850400263019,132750.83499999999,65.935833333333335,28.674206300180991,43,9.6048223000780197E-2,215,0,1,0.67714285714285716,2662750077.3171773,NA,0.98012420000000011,228600589.123835,436607597.51829028,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,83492.346266214605,37022138.562387079,NA,0.12640000000000001,43485.750000000007,136.37500000000003,2095083330.9344501,NA,44500000,NA,1.2136067900600001,-77.281107423600005
12,Manizales,Colombia,406442.54,Medium,2.5280688906285511,160771.94,89.08,17.374026999999998,639,0,245,0,1,0.67714285714285716,2369433803.2269258,NA,6.27,149011665.26437166,148365487.53123075,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,46131.92051743604,41904413.662692189,NA,5.4100000000000002E-2,43485.750000000007,136.37500000000003,2080122879.3851426,NA,44500000,NA,5.0599869984100003,-75.520000449299999
13,Villavicencio,Colombia,457980.17999999993,Medium,2.4075040417460345,190230.28499999995,71.48,82.9,4.38,0.2623597168770353,191,0,1,0.67714285714285716,4452749910.9303646,NA,2.3719999999999999,50749330.785491377,241900732.79233062,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,16674.425234301183,47064190.594088644,NA,0.13980000000000001,43485.750000000007,136.37500000000003,3173830674.0529509,NA,44500000,NA,4.15332399385,-73.634999228599995
14,Neiva,Colombia,319243.88999999996,Medium,2.4590017825311943,129826.61999999998,65.935833333333335,25.496505999999997,16,0.2998073635944325,110,0,1,0.67714285714285716,2444924224.5903683,NA,1.0117422,149011665.26437166,291216113.38819295,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,106264.06350823946,33133008.901404943,NA,8.9700000000000002E-2,43485.750000000007,136.37500000000003,1944340519.2183313,NA,44500000,NA,2.9310471790600001,-75.330244589900005
15,Armenia,Colombia,279775.61499999999,Medium,2.4536973570595619,114022.05499999999,65.935833333333335,19.38,3.2571428571428571,0,129,0,1,0.67714285714285716,2075578950.9887867,NA,0.66448839999999987,357146242.43119389,483781773.646734,NA,15545.345840954085,86.182092142538806,2.2291759999999998,48.483938529092256,0,106264.06350823946,17994617.434809599,NA,0.44469999999999998,43485.750000000007,136.37500000000003,1475480632.9017761,NA,44500000,NA,4.5342826527,-75.681127565200001
16,Valledupar,Colombia,466239.23499999993,Medium,3.2379076029492619,143993.99,65.935833333333335,31.656284999999997,582,0.12113571585178684,29,0,1,0.67714285714285716,2905448106.796464,NA,2.7181733699999997,71049063.099687919,257139936.55626696,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,106264.06350823946,48389050.526352227,NA,0.25159999999999999,43485.750000000007,136.37500000000003,2176077663.7022004,NA,44500000,NA,10.479992084699999,-73.250009808000001
17,Monteria,Colombia,440228.84499999997,Medium,3.2463324451363733,135608.06,47.15,25.896000000000001,961.78647000000012,0.1541042849767682,59,0,0,0.67714285714285716,2766257921.1614442,NA,0.89543200000000001,149011665.26437166,438369757.15620941,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,106264.06350823946,45689539.242364869,NA,0.62250000000000005,43485.750000000007,136.37500000000003,2659510254.4535918,NA,44500000,NA,8.7575390817599992,-75.890003704500003
18,Sincelejo,Colombia,278741.32999999996,Medium,3.2199371541131225,86567.319999999992,65.935833333333335,16.261485999999998,512,0.96085106382978724,29,0,0,0.67714285714285716,1734352343.8658822,NA,89.246024000000006,128013766.9712504,101750159.61802049,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,106264.06350823946,28929414.962583784,NA,0.26929999999999998,43485.750000000007,136.37500000000003,1529844496.3116074,NA,44500000,NA,9.2904264515499992,-75.379957317800006
19,Popayan,Colombia,281429.05,Medium,2.5344143617118515,111043.03,65.935833333333335,33.110705594037988,302,0.59829682288778718,124,0,1,0.67714285714285716,2033575037.954556,NA,4.4800000000000004,149011665.26437166,102731269.73544925,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,106264.06350823946,29208362.355075728,NA,9.11E-2,22038.5,106.64,1066609623.4088931,NA,44500000,NA,2.4199931019099998,-76.610011435600001
20,Tunja,Colombia,170510.86499999999,Medium,2.6024941905499612,65518.25,65.935833333333335,15,90,0.27667969837446593,95,0,0,0.67714285714285716,1223017014.4484208,NA,0,27458432.914797962,97983878.671425343,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,175046.02251675338,17830303.89900957,NA,8.3699999999999997E-2,43485.750000000007,136.37500000000003,927404795.734074,NA,44500000,NA,5.5504480172899999,-73.370028321999996
21,Riohacha,Colombia,180236.59499999997,Medium,3.3084232295567606,54478.094999999987,65.935833333333335,35.084811999999992,335.75,0.24309999999999998,6,0,1,0.67714285714285716,1465684007.9918225,NA,0.40313700000000002,149011665.26437166,176785882.96840632,NA,15545.345840954085,139.06651036916537,2.2291759999999998,48.483938529092256,0,106264.06350823946,18706014.09628832,NA,0.38469999999999999,43485.750000000007,136.37500000000003,1422636174.7908022,NA,44500000,NA,11.540340798900001,-72.909978883500003
22,Florencia,Colombia,159140.83499999999,Medium,2.4748082204754236,64304.310000000005,65.935833333333335,31.3,283.5,0.19635816677681817,24,0,1,0.67714285714285716,1305380315.9850934,NA,0.29817149999999998,149011665.26437166,160347813.67049769,NA,15545.345840954085,105.13454970885643,2.2291759999999998,48.483938529092256,0,106264.06350823946,12486560.264880843,NA,0.25540000000000002,43485.750000000007,136.37500000000003,1168577219.4925251,NA,44500000,NA,1.6104042754100001,-75.619994345799995
23,Quibdo,Colombia,122489.18499999998,Medium,2.7568018275271275,44431.624999999993,65.935833333333335,14.881089649499996,116.06,0.24309999999999998,20,0,1,0.67714285714285716,929413524.9595294,NA,0.44056059999999997,149011665.26437166,107879851.38760877,NA,15545.345840954085,103.17956841261736,2.2291759999999998,48.483938529092256,0,106264.06350823946,9432073.5382647328,NA,0.83079999999999998,43485.750000000007,136.37500000000003,857921957.85769403,NA,44500000,NA,5.6904136341499996,-76.660008383900006
24,Arauca,Colombia,76871.024999999994,Small,2.845682723378673,27013.209999999995,65.935833333333335,8.4987556442699983,26.5,0.24309999999999998,0,0,1,0.67714285714285716,564502876.6916399,NA,0.19193240000000003,39075913.330067329,43585339.511474714,NA,15545.345840954085,104.54015558335594,2.2291759999999998,48.483938529092256,0,67524.852942023048,5971862.9308395498,NA,0.2409,43485.750000000007,136.37500000000003,609721911.89349186,NA,13000000,NA,7.09066408175,-70.761634563900003
